3.41218,88.5106,
3.47826,88.3626,
1.89256,91.9149,
1.22492,95.3192,
1.22492,98.7234,
1.29435,102.128,
1.47151,105.532,
2.15288,108.936,
3.47826,112.277,
5.08942,85.1064,
6.95652,81.832,
3.50322,112.34,
6.95652,114.813,
7.03058,81.7021,
10.4348,78.3989,
10.4348,114.83,
10.7494,78.2979,
13.913,77.2821,
17.0661,108.936,
13.913,113.379,
14.9474,112.34,
17.3913,76.1654,
19.0114,98.7234,
18.1379,102.128,
17.3913,107.625,
17.783,105.532,
19.3892,20.4255,
20.8696,17.4276,
18.8046,23.8298,
18.416,27.234,
18.518,30.6383,
18.62,34.0426,
18.722,37.4468,
19.5756,40.8511,
20.5341,44.2553,
20.8696,45.2754,
20.8696,75.0487,
20.8696,95.703,
21.1057,95.3192,
21.4635,17.0213,
24.3478,15.0479,
24.3478,47.6265,
21.3526,74.8936,
24.3478,73.5764,
24.3478,93.3203,
26.4969,13.617,
27.8261,12.8022,
24.3745,47.6596,
26.193,51.0638,
27.5664,54.4681,
27.8261,55.1119,
26.2093,71.4894,
27.8261,69.6766,
27.8261,92.3464,
31.3043,10.6698,
28.7967,57.8723,
29.0922,61.2766,
28.7469,64.6809,
28.4016,68.0851,
31.3043,92.0043,
32.0499,10.2128,
34.7826,8.31026,
34.7826,93.7258,
36.9195,6.80851,
38.2609,6.20647,
36.2267,95.3192,
38.2609,97.9465,
38.0119,112.34,
38.2609,110.605,
37.5236,115.745,
37.0354,119.149,
36.8042,122.553,
36.7028,125.957,
36.6015,129.362,
37.0562,132.766,
37.9368,136.17,
38.2609,137.423,
41.7391,6.01686,
38.3223,98.7234,
38.4873,102.128,
38.6524,105.532,
38.5002,108.936,
38.8031,139.574,
39.4624,142.979,
40.452,146.383,
41.7391,148.315,
45.2174,5.99584,
43.4314,149.787,
45.2174,151.042,
48.6957,6.21541,
48.6957,152.292,
52.1739,6.68631,
52.5549,6.80851,
52.1739,151.433,
55.2109,149.787,
55.6522,8.82866,
57.7743,10.2128,
55.6522,149.522,
59.1304,12.1886,
59.9783,13.617,
61.6956,17.0213,
61.9466,119.149,
60.8275,122.553,
60.6201,125.957,
60.6201,129.362,
60.6201,132.766,
60.6201,136.17,
60.1988,139.574,
59.7748,142.979,
59.1304,147.181,
59.3508,146.383,
62.6087,17.8939,
65.0673,112.34,
62.6087,117.161,
63.331,115.745,
66.087,19.3174,
68.2852,20.4255,
69.5304,23.8298,
69.4338,27.234,
67.9559,30.6383,
66.7701,34.0426,
67.2216,37.4468,
66.087,110.471,
66.9396,108.936,
69.5652,40.0224,
71.8284,40.8511,
72.9263,102.128,
69.5652,106.7,
70.4427,105.532,
73.0435,41.7132,
74.8161,44.2553,
75.5178,47.6596,
76.2863,51.0638,
76.4709,57.8723,
76.2472,61.2766,
76.0177,64.6809,
76.05,68.0851,
76.3801,91.9149,
75.626,95.3192,
73.0435,101.967,
74.6243,98.7234,
76.5217,52.0413,
76.5217,57.0732,
76.6719,54.4681,
76.5217,71.0037,
76.602,71.4894,
77.1447,74.8936,
77.3121,78.2979,
77.273,81.7021,
77.1506,85.1064,
76.5217,90.72,
76.7837,88.5106,
