74,3.47826,88.5106,1.02365,-0.976868,
75,3.47826,91.9149,0.567769,1.43051e-06,
76,3.47826,95.3192,0.367474,-1.62125e-06,
77,3.47826,98.7234,0.367474,1.43051e-06,
78,3.47826,102.128,0.388305,-1.62125e-06,
79,3.47826,105.532,0.441452,1.43051e-06,
80,3.47826,108.936,0.645865,-0.0188798,
121,6.95652,85.1064,0.483349,-0.0389605,
122,6.95652,88.5106,7.15256e-08,-1.62125e-06,
123,6.95652,91.9149,7.15256e-08,1.43051e-06,
124,6.95652,95.3192,7.15256e-08,-1.62125e-06,
125,6.95652,98.7234,7.15256e-08,1.43051e-06,
126,6.95652,102.128,7.15256e-08,-1.62125e-06,
127,6.95652,105.532,7.15256e-08,1.43051e-06,
128,6.95652,108.936,7.15256e-08,6.67572e-07,
129,6.95652,112.34,0.00748923,-0.279439,
168,10.4348,81.7021,0.0222163,-0.0302997,
169,10.4348,85.1064,-9.53674e-08,1.43051e-06,
170,10.4348,88.5106,-9.53674e-08,-1.62125e-06,
171,10.4348,91.9149,-9.53674e-08,1.43051e-06,
172,10.4348,95.3192,-9.53674e-08,-1.62125e-06,
173,10.4348,98.7234,-9.53674e-08,1.43051e-06,
174,10.4348,102.128,-9.53674e-08,-1.62125e-06,
175,10.4348,105.532,-9.53674e-08,1.43051e-06,
176,10.4348,108.936,-9.53674e-08,6.67572e-07,
177,10.4348,112.34,-9.53674e-08,-0.274465,
215,13.913,78.2979,0.0943741,-0.716556,
216,13.913,81.7021,-4.76837e-08,-1.62125e-06,
217,13.913,85.1064,-4.76837e-08,1.43051e-06,
218,13.913,88.5106,-4.76837e-08,-1.62125e-06,
219,13.913,91.9149,-4.76837e-08,1.43051e-06,
220,13.913,95.3192,-4.76837e-08,-1.62125e-06,
221,13.913,98.7234,-4.76837e-08,1.43051e-06,
222,13.913,102.128,-4.76837e-08,-1.62125e-06,
223,13.913,105.532,-4.76837e-08,1.43051e-06,
224,13.913,108.936,0.097554,6.67572e-07,
225,13.913,112.34,0.733176,-0.709789,
263,17.3913,78.2979,2.38419e-07,-0.381539,
264,17.3913,81.7021,2.38419e-07,-1.62125e-06,
265,17.3913,85.1064,2.38419e-07,1.43051e-06,
266,17.3913,88.5106,2.38419e-07,-1.62125e-06,
267,17.3913,91.9149,2.38419e-07,1.43051e-06,
268,17.3913,95.3192,2.38419e-07,-1.62125e-06,
269,17.3913,98.7234,0.557437,1.43051e-06,
270,17.3913,102.128,0.819512,-1.62125e-06,
271,17.3913,105.532,0.925957,-0.393293,
294,20.8696,20.4255,-0.599359,-0.121901,
295,20.8696,23.8298,0.423977,-9.53674e-08,
296,20.8696,27.234,0.307403,-9.53674e-08,
297,20.8696,30.6383,0.338006,-9.53674e-08,
298,20.8696,34.0426,0.368609,-9.53674e-08,
299,20.8696,37.4468,0.399212,1.04904e-06,
300,20.8696,40.8511,0.65529,-4.76837e-07,
301,20.8696,44.2553,0.942831,-0.715264,
311,20.8696,78.2979,-4.29153e-07,-0.0465205,
312,20.8696,81.7021,-4.29153e-07,-1.62125e-06,
313,20.8696,85.1064,-4.29153e-07,1.43051e-06,
314,20.8696,88.5106,-4.29153e-07,-1.62125e-06,
315,20.8696,91.9149,-4.29153e-07,1.43051e-06,
316,20.8696,95.3192,0.972644,-0.906133,
341,24.3478,17.0213,-0.178171,-0.42925,
342,24.3478,20.4255,-3.33786e-07,-2.86102e-07,
343,24.3478,23.8298,-3.33786e-07,-9.53674e-08,
344,24.3478,27.234,3.33786e-07,-9.53674e-08,
345,24.3478,30.6383,3.33786e-07,-9.53674e-08,
346,24.3478,34.0426,3.33786e-07,-9.53674e-08,
347,24.3478,37.4468,3.33786e-07,1.04904e-06,
348,24.3478,40.8511,3.33786e-07,-4.76837e-07,
349,24.3478,44.2553,3.33786e-07,-0.00993242,
358,24.3478,74.8936,0.144902,-0.626118,
359,24.3478,78.2979,3.33786e-07,6.67572e-07,
360,24.3478,81.7021,3.33786e-07,-1.62125e-06,
361,24.3478,85.1064,3.33786e-07,1.43051e-06,
362,24.3478,88.5106,3.33786e-07,-1.62125e-06,
363,24.3478,91.9149,3.33786e-07,-0.59966,
388,27.8261,13.617,-0.644715,-0.776818,
389,27.8261,17.0213,-1.43051e-07,4.76837e-07,
390,27.8261,20.4255,-1.43051e-07,-2.86102e-07,
391,27.8261,23.8298,-1.43051e-07,-9.53674e-08,
392,27.8261,27.234,-1.43051e-07,-9.53674e-08,
393,27.8261,30.6383,1.43051e-07,-9.53674e-08,
394,27.8261,34.0426,1.43051e-07,-9.53674e-08,
395,27.8261,37.4468,1.43051e-07,1.04904e-06,
396,27.8261,40.8511,1.43051e-07,-4.76837e-07,
397,27.8261,44.2553,1.43051e-07,-9.53674e-08,
398,27.8261,47.6596,0.00801644,-9.53674e-08,
399,27.8261,51.0638,0.553544,-9.53674e-08,
400,27.8261,54.4681,0.965563,-0.828147,
405,27.8261,71.4894,0.558437,-0.47745,
406,27.8261,74.8936,1.43051e-07,1.43051e-06,
407,27.8261,78.2979,1.43051e-07,6.67572e-07,
408,27.8261,81.7021,1.43051e-07,-1.62125e-06,
409,27.8261,85.1064,1.43051e-07,1.43051e-06,
410,27.8261,88.5106,1.43051e-07,-1.62125e-06,
411,27.8261,91.9149,1.43051e-07,-0.891821,
436,31.3043,13.617,4.29153e-07,-0.13712,
437,31.3043,17.0213,4.29153e-07,4.76837e-07,
438,31.3043,20.4255,4.29153e-07,-2.86102e-07,
439,31.3043,23.8298,4.29153e-07,-9.53674e-08,
440,31.3043,27.234,4.29153e-07,-9.53674e-08,
441,31.3043,30.6383,4.29153e-07,-9.53674e-08,
442,31.3043,34.0426,-4.29153e-07,-9.53674e-08,
443,31.3043,37.4468,-4.29153e-07,1.04904e-06,
444,31.3043,40.8511,-4.29153e-07,-4.76837e-07,
445,31.3043,44.2553,-4.29153e-07,-9.53674e-08,
446,31.3043,47.6596,-4.29153e-07,-9.53674e-08,
447,31.3043,51.0638,-4.29153e-07,-9.53674e-08,
448,31.3043,54.4681,-4.29153e-07,-9.53674e-08,
449,31.3043,57.8723,0.29119,-9.53674e-08,
450,31.3043,61.2766,0.379832,1.04904e-06,
