0,0
0,3.40426
0,6.80851
0,10.2128
0,13.617
0,17.0213
0,20.4255
0,23.8298
0,27.234
0,30.6383
0,34.0426
0,37.4468
0,40.8511
0,44.2553
0,47.6596
0,51.0638
0,54.4681
0,57.8723
0,61.2766
0,64.6809
0,68.0851
0,71.4894
0,74.8936
0,78.2979
0,81.7021
0,85.1064
0,88.5106
0,91.9149
0,95.3192
0,98.7234
0,102.128
0,105.532
0,108.936
0,112.34
0,115.745
0,119.149
0,122.553
0,125.957
0,129.362
0,132.766
0,136.17
0,139.574
0,142.979
0,146.383
0,149.787
0,153.191
0,156.596
0,160
3.47826,0
3.47826,3.40426
3.47826,6.80851
3.47826,10.2128
3.47826,13.617
3.47826,17.0213
3.47826,20.4255
3.47826,23.8298
3.47826,27.234
3.47826,30.6383
3.47826,34.0426
3.47826,37.4468
3.47826,40.8511
3.47826,44.2553
3.47826,47.6596
3.47826,51.0638
3.47826,54.4681
3.47826,57.8723
3.47826,61.2766
3.47826,64.6809
3.47826,68.0851
3.47826,71.4894
3.47826,74.8936
3.47826,78.2979
3.47826,81.7021
3.47826,85.1064
3.47826,88.5106
3.47826,91.9149
3.47826,95.3192
3.47826,98.7234
3.47826,102.128
3.47826,105.532
3.47826,108.936
3.47826,112.34
3.47826,115.745
3.47826,119.149
3.47826,122.553
3.47826,125.957
3.47826,129.362
3.47826,132.766
3.47826,136.17
3.47826,139.574
3.47826,142.979
3.47826,146.383
3.47826,149.787
3.47826,153.191
3.47826,156.596
3.47826,160
6.95652,0
6.95652,3.40426
6.95652,6.80851
6.95652,10.2128
6.95652,13.617
6.95652,17.0213
6.95652,20.4255
6.95652,23.8298
6.95652,27.234
6.95652,30.6383
6.95652,34.0426
6.95652,37.4468
6.95652,40.8511
6.95652,44.2553
6.95652,47.6596
6.95652,51.0638
6.95652,54.4681
6.95652,57.8723
6.95652,61.2766
6.95652,64.6809
6.95652,68.0851
6.95652,71.4894
6.95652,74.8936
6.95652,78.2979
6.95652,81.7021
6.95652,85.1064
6.95652,88.5106
6.95652,91.9149
6.95652,95.3192
6.95652,98.7234
6.95652,102.128
6.95652,105.532
6.95652,108.936
6.95652,112.34
6.95652,115.745
6.95652,119.149
6.95652,122.553
6.95652,125.957
6.95652,129.362
6.95652,132.766
6.95652,136.17
6.95652,139.574
6.95652,142.979
6.95652,146.383
6.95652,149.787
6.95652,153.191
6.95652,156.596
6.95652,160
10.4348,0
10.4348,3.40426
10.4348,6.80851
10.4348,10.2128
10.4348,13.617
10.4348,17.0213
10.4348,20.4255
10.4348,23.8298
10.4348,27.234
10.4348,30.6383
10.4348,34.0426
10.4348,37.4468
10.4348,40.8511
10.4348,44.2553
10.4348,47.6596
10.4348,51.0638
10.4348,54.4681
10.4348,57.8723
10.4348,61.2766
10.4348,64.6809
10.4348,68.0851
10.4348,71.4894
10.4348,74.8936
10.4348,78.2979
10.4348,81.7021
10.4348,85.1064
10.4348,88.5106
10.4348,91.9149
10.4348,95.3192
10.4348,98.7234
10.4348,102.128
10.4348,105.532
10.4348,108.936
10.4348,112.34
10.4348,115.745
10.4348,119.149
10.4348,122.553
10.4348,125.957
10.4348,129.362
10.4348,132.766
10.4348,136.17
10.4348,139.574
10.4348,142.979
10.4348,146.383
10.4348,149.787
10.4348,153.191
10.4348,156.596
10.4348,160
13.913,0
13.913,3.40426
13.913,6.80851
13.913,10.2128
13.913,13.617
13.913,17.0213
13.913,20.4255
13.913,23.8298
13.913,27.234
13.913,30.6383
13.913,34.0426
13.913,37.4468
13.913,40.8511
13.913,44.2553
13.913,47.6596
13.913,51.0638
13.913,54.4681
13.913,57.8723
13.913,61.2766
13.913,64.6809
13.913,68.0851
13.913,71.4894
13.913,74.8936
13.913,78.2979
13.913,81.7021
13.913,85.1064
13.913,88.5106
13.913,91.9149
13.913,95.3192
13.913,98.7234
13.913,102.128
13.913,105.532
13.913,108.936
13.913,112.34
13.913,115.745
13.913,119.149
13.913,122.553
13.913,125.957
13.913,129.362
13.913,132.766
13.913,136.17
13.913,139.574
13.913,142.979
13.913,146.383
13.913,149.787
13.913,153.191
13.913,156.596
13.913,160
17.3913,0
17.3913,3.40426
17.3913,6.80851
17.3913,10.2128
17.3913,13.617
17.3913,17.0213
17.3913,20.4255
17.3913,23.8298
17.3913,27.234
17.3913,30.6383
17.3913,34.0426
17.3913,37.4468
17.3913,40.8511
17.3913,44.2553
17.3913,47.6596
17.3913,51.0638
17.3913,54.4681
17.3913,57.8723
17.3913,61.2766
17.3913,64.6809
17.3913,68.0851
17.3913,71.4894
17.3913,74.8936
17.3913,78.2979
17.3913,81.7021
17.3913,85.1064
17.3913,88.5106
17.3913,91.9149
17.3913,95.3192
17.3913,98.7234
17.3913,102.128
17.3913,105.532
17.3913,108.936
17.3913,112.34
17.3913,115.745
17.3913,119.149
17.3913,122.553
17.3913,125.957
17.3913,129.362
17.3913,132.766
17.3913,136.17
17.3913,139.574
17.3913,142.979
17.3913,146.383
17.3913,149.787
17.3913,153.191
17.3913,156.596
17.3913,160
20.8696,0
20.8696,3.40426
20.8696,6.80851
20.8696,10.2128
20.8696,13.617
20.8696,17.0213
20.8696,20.4255
20.8696,23.8298
20.8696,27.234
20.8696,30.6383
20.8696,34.0426
20.8696,37.4468
20.8696,40.8511
20.8696,44.2553
20.8696,47.6596
20.8696,51.0638
20.8696,54.4681
20.8696,57.8723
20.8696,61.2766
20.8696,64.6809
20.8696,68.0851
20.8696,71.4894
20.8696,74.8936
20.8696,78.2979
20.8696,81.7021
20.8696,85.1064
20.8696,88.5106
20.8696,91.9149
20.8696,95.3192
20.8696,98.7234
20.8696,102.128
20.8696,105.532
20.8696,108.936
20.8696,112.34
20.8696,115.745
20.8696,119.149
20.8696,122.553
20.8696,125.957
20.8696,129.362
20.8696,132.766
20.8696,136.17
20.8696,139.574
20.8696,142.979
20.8696,146.383
20.8696,149.787
20.8696,153.191
20.8696,156.596
20.8696,160
24.3478,0
24.3478,3.40426
24.3478,6.80851
24.3478,10.2128
24.3478,13.617
24.3478,17.0213
24.3478,20.4255
24.3478,23.8298
24.3478,27.234
24.3478,30.6383
24.3478,34.0426
24.3478,37.4468
24.3478,40.8511
24.3478,44.2553
24.3478,47.6596
24.3478,51.0638
24.3478,54.4681
24.3478,57.8723
24.3478,61.2766
24.3478,64.6809
24.3478,68.0851
24.3478,71.4894
24.3478,74.8936
24.3478,78.2979
24.3478,81.7021
24.3478,85.1064
24.3478,88.5106
24.3478,91.9149
24.3478,95.3192
24.3478,98.7234
24.3478,102.128
24.3478,105.532
24.3478,108.936
24.3478,112.34
24.3478,115.745
24.3478,119.149
24.3478,122.553
24.3478,125.957
24.3478,129.362
24.3478,132.766
24.3478,136.17
24.3478,139.574
24.3478,142.979
24.3478,146.383
24.3478,149.787
24.3478,153.191
24.3478,156.596
24.3478,160
27.8261,0
27.8261,3.40426
27.8261,6.80851
27.8261,10.2128
27.8261,13.617
27.8261,17.0213
27.8261,20.4255
27.8261,23.8298
27.8261,27.234
27.8261,30.6383
27.8261,34.0426
27.8261,37.4468
27.8261,40.8511
27.8261,44.2553
27.8261,47.6596
27.8261,51.0638
27.8261,54.4681
27.8261,57.8723
27.8261,61.2766
27.8261,64.6809
27.8261,68.0851
27.8261,71.4894
27.8261,74.8936
27.8261,78.2979
27.8261,81.7021
27.8261,85.1064
27.8261,88.5106
27.8261,91.9149
27.8261,95.3192
27.8261,98.7234
27.8261,102.128
27.8261,105.532
27.8261,108.936
27.8261,112.34
27.8261,115.745
27.8261,119.149
27.8261,122.553
27.8261,125.957
27.8261,129.362
27.8261,132.766
27.8261,136.17
27.8261,139.574
27.8261,142.979
27.8261,146.383
27.8261,149.787
27.8261,153.191
27.8261,156.596
27.8261,160
31.3043,0
31.3043,3.40426
31.3043,6.80851
31.3043,10.2128
31.3043,13.617
31.3043,17.0213
31.3043,20.4255
31.3043,23.8298
31.3043,27.234
31.3043,30.6383
31.3043,34.0426
31.3043,37.4468
31.3043,40.8511
31.3043,44.2553
31.3043,47.6596
31.3043,51.0638
31.3043,54.4681
31.3043,57.8723
31.3043,61.2766
31.3043,64.6809
31.3043,68.0851
31.3043,71.4894
31.3043,74.8936
31.3043,78.2979
31.3043,81.7021
31.3043,85.1064
31.3043,88.5106
31.3043,91.9149
31.3043,95.3192
31.3043,98.7234
31.3043,102.128
31.3043,105.532
31.3043,108.936
31.3043,112.34
31.3043,115.745
31.3043,119.149
31.3043,122.553
31.3043,125.957
31.3043,129.362
31.3043,132.766
31.3043,136.17
31.3043,139.574
31.3043,142.979
31.3043,146.383
31.3043,149.787
31.3043,153.191
31.3043,156.596
